id_video,titulo,dt_publicacao,id_canal,canal,dt_trending,cont_views,likes,dislikes,cont_comentarios,descricao,categoria
c08-71b8IT8,ANY GABRIELLY NOS BASTIDORES DO ENSAIO DE NATAL | #NatalDosSunshines,2020-12-22 15:00:12+00:00,UCULQ_8Rnove-7in8ldIpqVQ,Central de Fãs Any Gabrielly,2020-12-31 00:00:00+00:00,128668,23256,143,1384,O Natal dos Sunshines está cheio de surpresas e uma delas foi o ensaio fotográfico natalino com uma Any Gabrielly... LOIRA! Confira os bastidores e não se esqueça de inscrever-se no canal da Any: https://www.youtube.com/channel/UC7m3MaNwO8dX54_oqcEaGnA_Hip Hop Christmas de Twin Musicom é licenciada de acordo com a licença Atribuição 4.0 da Creative Commons. https://creativecommons.org/licenses/by/4.0/Artista: http://www.twinmusicom.org/,Entertainment
k3M2Baxnx2g,ESTOU GRÁVIDA 🤰 | DESCOBRINDO A SEGUNDA GRAVIDEZ antes do ATRASO | Nadja Meyre,2021-05-12 15:02:10+00:00,UC0VbPVB-BQeAjyaDXVLmTiQ,Nadja Meyre,2021-05-20 00:00:00+00:00,255386,34441,533,3754,▪ SE INSCREVA e ativa as notificações para não perder nada! ♥ ▪Instagram: (@nadja_meyre)https://www.instagram.com/p/CIODwSklpF1/?igshid=1ng5i8pgzzypc▪PARCERIAS / DIVULGAÇÕEShttps://instagram.com/nadjaassessoria?igshid=zx39gdpmpu35▪Obrigada por tudo!❤️,People & Blogs
Kp0Y4imTnEk,7 Hacks Impossíveis de Construção Sem Mods!,2022-05-09 18:45:00+00:00,UCEfGV5hx2VrXl4jOUnG0MRQ,Geleia,2022-05-14 00:00:00+00:00,2680014,101380,0,1258,📷 MEU INSTAGRAM: https://www.instagram.com/geleia👉 Créditos: https://www.youtube.com/c/MysticatLive👨‍👨‍👧 Participante:  @Hurtig  @Lopers   @Ligonz  @Noobzinho @RobinTV 📞 Contato Profissional: comercial@agenciacurta.com,Gaming
aOtP-drbd7A,Metaforando Vs. Mussoumano - Batalha de Youtubers,2020-11-13 23:00:10+00:00,UC607Gii1uo93qDqiGR6-c3w,Mussoumano,2020-11-20 00:00:00+00:00,495137,69777,1010,3784,"Ouça a NOVA MÚSICA: https://youtu.be/kXZU5rf2lBgOuça o álbum Dupla Personalidade completo: https://ps.onerpm.com/duplapersonalidadeAssista as NOVAS BATALHAS: https://www.youtube.com/watch?v=aOtP-drbd7A&list=PLj_r6fchQfwYRhfFSpRJ6MlvateXHksQ2• contato profissional e parcerias: contato@mussoumano.com.br• Siga nas outras redes @mussoumanoMas o que é a Batalha de Youtubers?Ironia, criatividade, humor ácido e muitas gargalhadas é que você pode esperar da “Batalha de Youtubers” o duelo musical mais louco do Youtube.  O rapper e youtuber Mussoumano, desafia famosos, influenciadores e celebridades para uma batalha de rap e o resultado é surpreendente. Atualmente a batalha é uma das séries da internet com maior número de visualizações, alguns dos episódios ultrapassam a marca de 20 milhões de views.  Em 2020, a série ganha nova temporada, muito mais irreverente, com novos artistas e claro, mais irônica do que nunca.#BatalhaDeYoutubers #Metaforando #Mussoumano",Entertainment
R8-i-9u5P4M,QUEM VENCERIA: LEÃO OU CAPIVARA? - CANAL DO CLEPTON,2021-05-12 21:30:01+00:00,UCDaM5npyBufSF9XF7XnDlsA,CLEPTON,2021-05-22 00:00:00+00:00,2826339,357341,4923,1002,"Salve, galera. Hoje eu to aqui com o meu amigo @Juliano Coração que respondeu uma grande dúvida, que eu tenho certeza que você já se perguntou: quem venceria numa briga: um leão ou uma capivara?#Shorts #HumorSalve, pessoal! Eu sou o Erick Clepton, humorista, roteirista, improvisador, tiktoker e pai de gatos e de uma cachorra, namorado da Amanda e irmão do Pierre. Aqui você vai acompanhar curiosidades, entrevistas, piadas e o que mais pudermos inventar!Se siga para não perder nenhuma novidade!",Comedy
xdcueqdz9i8,IMPROVÁVEL - MORTES #24,2022-05-26 22:00:33+00:00,UCZbgt7KIEF_755Xm14JpkCQ,Barbixas,2022-06-03 00:00:00+00:00,223873,31713,0,566,"Nada como ficar bonita para comemorar o aniversário de casamento em uma churrascariaASSISTA AO VIVO:http://www.barbixas.com.br--Convidados:MC: Guilherme ToméJogador: Bella MarcattiMúsico: Andrés GiraldoJogo: MortesRegra: A plateia sugere três formas inusitadas de morte. Os atores devem iniciar uma cena que somente termina quando todos morrerem dessas causas incomuns.Tema: Relógio, Máscara e Baby BeefImprovável é um espetáculo criado, encenado e produzido pela Cia. Barbixas de Humor.www.barbixas.com.brGravado no Teatro Iguatemi CampinasDia 11/12/2021",Comedy
nZu_a8Lp-rc,PIERRE QUER SER UM TUBARÃO??? MEDO DO ESCURO??? ENTREVISTANDO MEU IRMÃO - CANAL DO CLEPTON,2022-02-03 22:30:08+00:00,UCDaM5npyBufSF9XF7XnDlsA,CLEPTON,2022-02-08 00:00:00+00:00,1427374,179711,0,324,"🎃 Aventuras Estranhas: A Noite Do Meteoro 👻👽 Garanta seu livro https://amzn.to/3aSd1qmNo vídeo de hoje eu entrevisto meu irmão Pierre e ele me conta coisas muito importantes como: de que jeito escovaria os dentes se fosse um tubarão e se ele tem medo do escuro. Conta pra mim nos comentários qual animal marinho você seria ✍️💭#Shorts #HumorSalve, pessoal. Tudo bem vocês?Pra você que está chegando agora, eu sou o Erick Clepton (quase como o cantor), humorista, roteirista, improvisador, namorado da Amanda e irmão do Pierre. Aqui no canal você vai acompanhar curiosidades, entrevistas, piadas, jogos de improvisos e o que mais pudermos inventar! 🚀Participe deixando a sua sugestão de tema e vídeo na aba comunidade, e não esqueça de se inscrever para não perder nenhuma novidade. 🦖Comercial: clepton@flocks.tv🤖Edicão: Guilherme SouzaProdução executiva: Flocks",Comedy
5xZF3Hz_OOE,Finalmente AXOLOTES e CABRAS - Minecraft Em busca da casa automática #315,2021-06-25 21:05:55+00:00,UCiIZY89KwQkxAW-4Le7U7zg,viniccius13,2021-07-06 00:00:00+00:00,2028132,249560,1229,13346,+ Episódios: http://www.youtube.com/playlist?feature=edit_ok&list=PLD40851E0E52E9080Canal do Davi: https://www.youtube.com/user/HDDavigamerTwitter: https://twitter.com/#!/viniccius13Facebook: http://www.facebook.com/13viniccius?ref=hlEmail(contato profissional): vinicciustreze@gmail.comConfiguraçoes do meu Computador:◆ PC:  https://goo.gl/15bTW9◆ Chipart: https://goo.gl/dHKNx4Production Music courtesy of Epidemic Sound: http://www.epidemicsound.comViniccius13,Gaming
fq2qUJCKr-0,Detalhes que te DEIXAM MAIS VELHA | Moda Feminina e Estilo,2021-12-12 22:30:01+00:00,UCTfRisjbGU3vCnZfGaFdlIQ,Luciane Cachinski,2021-12-20 00:00:00+00:00,179319,21404,0,863,"Está aí uma coisa que a gente sempre tenta evitar. Então nesse vídeo vou passar para vocês alguns detalhes muito simples, que podem te trazer uma jovialidade a mais, dando leveza para seus looks e para o seu dia a dia e isso não é questão de querer esconder a idade.Afinal de contas, quem não quer parecer mais jovem, parecer mais nova, não é mesmo?Minha loja online (Corte In Brazil): http://bit.ly/Corte-in-BrazilMe siga também no Instagram: http://bit.ly/Luciane-Cachinski-InstagramSiga o Instagram da Corte in Brazil: http://bit.ly/Instagram-Corte-in-BrazilFacebook: https://www.facebook.com/CorteInBrazilOficial/Meus perfumes:https://macdecants.com.br/https://muskone.com.br/O básico é o que você precisa!Moda feminina em malhaFabricação própriaVideira - SC...Edição e Pós-Produção - John Delmiro: (49) 999950112Instagram @johndelmiro : https://www.instagram.com/johndelmiro/?hl=pt-br",People & Blogs
-UCDXvmgias,Carnage in Le Classique! Neymar amongst FIVE players sent off!,2020-09-13 21:32:49+00:00,UC4i_9WvfPRTuRWEaWyfKuFw,BT Sport,2020-09-20 00:00:00+00:00,9061221,100499,5691,9269,"PSG VS Marseille finishes 8v9 after the referee gives FIVE red cards, including one for Neymar, in the final few minutes! Neymar tells the fourth official there was a racist incident after receiving his marching orders...Hit 'Subscribe' above to ensure you never miss a video from the BT Sport YouTube channel.Visit and subscribe to our 'BT Sport Boxing' YouTube channel ➡️ http://www.youtube.com/c/btsportboxingTwitter: http://twitter.com/btsportFacebook: http://www.facebook.com/btsportInstagram:http://instagram.com/btsportWebsite: http://sport.bt.com",Sports
